age,education,hispanic,household_income,race_ethnicity,extra_covid_worn_mask,state,trump_biden,binary,household_income_grouped,education_grouped,age_group
58,"Completed some college, but no degree",not hispanic,"$100,000 to $124,999",white,Yes,IL,Donald Trump,1,$100k to $150k,Participated in Higher Education,56-75
34,Masters degree,not hispanic,"$55,000 to $59,999",white,No,IN,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree or more,18-35
66,"College Degree (such as B.A., B.S.)",not hispanic,"$45,000 to $49,999",white,Yes,CA,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
30,"Completed some college, but no degree",not hispanic,"$75,000 to $79,999",white,Yes,TX,Joe Biden,0,$75k to $100k,Participated in Higher Education,18-35
31,Doctorate degree,not hispanic,"$75,000 to $79,999",black/african american/negro,Yes,TX,Donald Trump,1,$75k to $100k,Completed 1 Higher Education Degree or more,18-35
74,High school graduate,not hispanic,"$30,000 to $34,999",white,Yes,NY,Joe Biden,0,$25k to $50k,Completed HS,56-75
33,High school graduate,not hispanic,"$15,000 to $19,999",white,Yes,CO,Donald Trump,1,$25k or less,Completed HS,18-35
37,"College Degree (such as B.A., B.S.)",not hispanic,"$150,000 to $174,999",asian or pacific islander,Yes,HI,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree,36-55
55,Completed some high school,not hispanic,"$60,000 to $64,999",white,Yes,CA,Donald Trump,1,$50k to $75k,Completed some HS,36-55
23,Doctorate degree,not hispanic,"$40,000 to $44,999",white,Yes,CA,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree or more,18-35
63,Masters degree,not hispanic,"$175,000 to $199,999",white,Yes,CA,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,56-75
41,"College Degree (such as B.A., B.S.)",not hispanic,"$55,000 to $59,999",white,No,CA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
54,"Completed some college, but no degree",not hispanic,"$35,000 to $39,999",white,Yes,NY,Donald Trump,1,$25k to $50k,Participated in Higher Education,36-55
41,"Completed some college, but no degree",not hispanic,"$45,000 to $49,999",black/african american/negro,Yes,DC,Joe Biden,0,$25k to $50k,Participated in Higher Education,36-55
73,Masters degree,not hispanic,"$70,000 to $74,999",white,Yes,FL,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree or more,56-75
44,Masters degree,not hispanic,"$175,000 to $199,999",white,Yes,TX,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
28,High school graduate,not hispanic,"Less than $14,999",white,Yes,IN,Joe Biden,0,$25k or less,Completed HS,18-35
44,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,NY,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
40,Associate Degree,not hispanic,"$20,000 to $24,999",white,Yes,GA,Donald Trump,1,$25k or less,Completed 1 Higher Education Degree,36-55
23,High school graduate,not hispanic,"$70,000 to $74,999",black/african american/negro,Yes,NY,Joe Biden,0,$50k to $75k,Completed HS,18-35
32,"College Degree (such as B.A., B.S.)",not hispanic,"$45,000 to $49,999",white,Yes,OH,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
39,Doctorate degree,not hispanic,"$200,000 to $249,999",white,Yes,CO,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
32,"College Degree (such as B.A., B.S.)",not hispanic,"$25,000 to $29,999",white,No,NJ,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
57,High school graduate,not hispanic,"$40,000 to $44,999",white,Yes,IL,Joe Biden,0,$25k to $50k,Completed HS,56-75
32,"College Degree (such as B.A., B.S.)",not hispanic,"$50,000 to $54,999",black/african american/negro,Yes,MN,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,18-35
54,High school graduate,not hispanic,"$20,000 to $24,999",white,Yes,MO,Donald Trump,1,$25k or less,Completed HS,36-55
24,High school graduate,not hispanic,"Less than $14,999",white,Yes,KS,Donald Trump,1,$25k or less,Completed HS,18-35
19,"College Degree (such as B.A., B.S.)",not hispanic,"$35,000 to $39,999",asian or pacific islander,Yes,WA,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,18-35
42,Masters degree,mexican,"$80,000 to $84,999","other race, nec",Yes,CA,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree or more,36-55
18,"Completed some college, but no degree",not hispanic,"$100,000 to $124,999",white,Yes,CA,Joe Biden,0,$100k to $150k,Participated in Higher Education,18-35
56,"College Degree (such as B.A., B.S.)",not hispanic,"$70,000 to $74,999",white,Yes,PA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,56-75
42,Doctorate degree,not hispanic,"$200,000 to $249,999",white,Yes,CA,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
70,Masters degree,not hispanic,"$35,000 to $39,999",white,Yes,AZ,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree or more,56-75
19,High school graduate,not hispanic,"Less than $14,999",white,Yes,OH,Donald Trump,1,$25k or less,Completed HS,18-35
40,Completed some high school,not hispanic,"$25,000 to $29,999",black/african american/negro,Yes,MO,Joe Biden,0,$25k to $50k,Completed some HS,36-55
57,"Completed some college, but no degree",not hispanic,"$75,000 to $79,999",white,Yes,WI,Joe Biden,0,$75k to $100k,Participated in Higher Education,56-75
40,"College Degree (such as B.A., B.S.)",not hispanic,"$150,000 to $174,999",white,Yes,NY,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
58,High school graduate,not hispanic,"$65,000 to $69,999",black/african american/negro,Yes,SC,Joe Biden,0,$50k to $75k,Completed HS,56-75
30,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",white,No,WI,Donald Trump,1,$50k to $75k,Participated in Higher Education,18-35
38,Masters degree,not hispanic,"$125,000 to $149,999",white,Yes,PA,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree or more,36-55
38,"College Degree (such as B.A., B.S.)",not hispanic,"$100,000 to $124,999",white,Yes,MN,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree,36-55
19,High school graduate,not hispanic,"Less than $14,999",white,No,NM,Donald Trump,1,$25k or less,Completed HS,18-35
42,Completed some high school,mexican,"Less than $14,999",white,Yes,OH,Donald Trump,1,$25k or less,Completed some HS,36-55
34,"College Degree (such as B.A., B.S.)",not hispanic,"$30,000 to $34,999",white,Yes,NH,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
38,High school graduate,not hispanic,"$35,000 to $39,999",white,Yes,MI,Joe Biden,0,$25k to $50k,Completed HS,36-55
21,Completed some high school,not hispanic,"Less than $14,999",white,No,CO,Joe Biden,0,$25k or less,Completed some HS,18-35
40,Masters degree,not hispanic,"$175,000 to $199,999",white,Yes,VA,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
24,High school graduate,not hispanic,"Less than $14,999",black/african american/negro,Yes,LA,Joe Biden,0,$25k or less,Completed HS,18-35
45,Completed some high school,not hispanic,"Less than $14,999",black/african american/negro,Yes,MI,Joe Biden,0,$25k or less,Completed some HS,36-55
19,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",asian or pacific islander,Yes,PA,Joe Biden,0,$50k to $75k,Participated in Higher Education,18-35
65,Masters degree,not hispanic,"$100,000 to $124,999",white,Yes,CA,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree or more,56-75
61,High school graduate,not hispanic,"$20,000 to $24,999",white,No,AZ,Donald Trump,1,$25k or less,Completed HS,56-75
40,"College Degree (such as B.A., B.S.)",not hispanic,"$250,000 and above",white,Yes,KY,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
37,"College Degree (such as B.A., B.S.)",not hispanic,"$50,000 to $54,999",white,Yes,NV,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,36-55
20,"Completed some college, but no degree",not hispanic,"$15,000 to $19,999",white,Yes,IL,Joe Biden,0,$25k or less,Participated in Higher Education,18-35
42,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,NY,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
19,"Completed some graduate, but no degree",mexican,"$65,000 to $69,999","other race, nec",Yes,GA,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree or more,18-35
45,Masters degree,not hispanic,"$150,000 to $174,999",white,Yes,VA,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
67,"College Degree (such as B.A., B.S.)",not hispanic,"$95,000 to $99,999",white,Yes,IN,Donald Trump,1,$75k to $100k,Completed 1 Higher Education Degree,56-75
29,Completed some high school,not hispanic,"$35,000 to $39,999",black/african american/negro,Yes,MD,Joe Biden,0,$25k to $50k,Completed some HS,18-35
68,Associate Degree,not hispanic,"$50,000 to $54,999",white,Yes,CA,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,56-75
54,"Completed some college, but no degree",not hispanic,"$25,000 to $29,999",white,Yes,TX,Joe Biden,0,$25k to $50k,Participated in Higher Education,36-55
31,Masters degree,not hispanic,"$250,000 and above",asian or pacific islander,Yes,NJ,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,18-35
43,Associate Degree,not hispanic,"$30,000 to $34,999",white,Yes,FL,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,36-55
42,Completed some high school,not hispanic,"Less than $14,999",asian or pacific islander,No,TX,Donald Trump,1,$25k or less,Completed some HS,36-55
64,High school graduate,not hispanic,"Less than $14,999",white,Yes,OH,Joe Biden,0,$25k or less,Completed HS,56-75
41,Doctorate degree,not hispanic,"$200,000 to $249,999",white,Yes,WI,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
19,High school graduate,not hispanic,"Less than $14,999",black/african american/negro,Yes,FL,Joe Biden,0,$25k or less,Completed HS,18-35
62,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,MI,Joe Biden,0,$25k or less,Participated in Higher Education,56-75
19,"Completed some college, but no degree",not hispanic,"Less than $14,999","other race, nec",Yes,VA,Donald Trump,1,$25k or less,Participated in Higher Education,18-35
20,High school graduate,not hispanic,"$45,000 to $49,999",white,No,VA,Donald Trump,1,$25k to $50k,Completed HS,18-35
30,Associate Degree,not hispanic,"$40,000 to $44,999",white,Yes,CA,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
19,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,No,IA,Joe Biden,0,$25k or less,Participated in Higher Education,18-35
42,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,OH,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
42,High school graduate,not hispanic,"$60,000 to $64,999",white,Yes,VA,Donald Trump,1,$50k to $75k,Completed HS,36-55
61,Completed some high school,not hispanic,"$25,000 to $29,999",white,Yes,MI,Joe Biden,0,$25k to $50k,Completed some HS,56-75
22,"College Degree (such as B.A., B.S.)",not hispanic,"$20,000 to $24,999",white,Yes,MA,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,18-35
39,Doctorate degree,not hispanic,"$200,000 to $249,999",white,Yes,NJ,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
66,Masters degree,not hispanic,"$75,000 to $79,999",white,Yes,CA,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree or more,56-75
38,Completed some high school,not hispanic,"Less than $14,999",white,Yes,TN,Joe Biden,0,$25k or less,Completed some HS,36-55
35,Masters degree,not hispanic,"$200,000 to $249,999",white,Yes,NY,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,18-35
25,"College Degree (such as B.A., B.S.)",not hispanic,"$50,000 to $54,999",white,Yes,MO,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,18-35
35,"College Degree (such as B.A., B.S.)",not hispanic,"$90,000 to $94,999",white,No,OH,Donald Trump,1,$75k to $100k,Completed 1 Higher Education Degree,18-35
25,Associate Degree,mexican,"Less than $14,999","other race, nec",No,TX,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,18-35
70,High school graduate,not hispanic,"$125,000 to $149,999",black/african american/negro,Yes,MD,Joe Biden,0,$100k to $150k,Completed HS,56-75
82,"Completed some college, but no degree",not hispanic,"$45,000 to $49,999",white,Yes,AZ,Joe Biden,0,$25k to $50k,Participated in Higher Education,76 or Older
70,"College Degree (such as B.A., B.S.)",not hispanic,"$45,000 to $49,999",white,Yes,OH,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,56-75
50,"College Degree (such as B.A., B.S.)",not hispanic,"$35,000 to $39,999",white,Yes,ME,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,36-55
20,High school graduate,not hispanic,"Less than $14,999",white,Yes,CA,Joe Biden,0,$25k or less,Completed HS,18-35
35,Doctorate degree,not hispanic,"$200,000 to $249,999",white,No,NJ,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,18-35
24,Other post high school vocational training,not hispanic,"$35,000 to $39,999",white,Yes,OH,Joe Biden,0,$25k to $50k,Participated in Higher Education,18-35
56,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",white,Yes,WI,Donald Trump,1,$50k to $75k,Participated in Higher Education,56-75
30,Masters degree,not hispanic,"$30,000 to $34,999",black/african american/negro,Yes,AL,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree or more,18-35
51,"Completed some college, but no degree",not hispanic,"$30,000 to $34,999",white,No,SC,Donald Trump,1,$25k to $50k,Participated in Higher Education,36-55
31,High school graduate,not hispanic,"$45,000 to $49,999",white,No,ID,Donald Trump,1,$25k to $50k,Completed HS,18-35
34,"College Degree (such as B.A., B.S.)",other,"$125,000 to $149,999",white,Yes,LA,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,18-35
30,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",white,Yes,FL,Donald Trump,1,$50k to $75k,Participated in Higher Education,18-35
31,High school graduate,not hispanic,"$45,000 to $49,999",black/african american/negro,Yes,MO,Joe Biden,0,$25k to $50k,Completed HS,18-35
61,Associate Degree,not hispanic,"$25,000 to $29,999",white,Yes,FL,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
20,High school graduate,not hispanic,"Less than $14,999",white,No,MN,Donald Trump,1,$25k or less,Completed HS,18-35
18,High school graduate,not hispanic,"$200,000 to $249,999",white,Yes,CO,Joe Biden,0,$150k or more,Completed HS,18-35
20,Masters degree,mexican,"$60,000 to $64,999",white,Yes,WA,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree or more,18-35
52,Associate Degree,not hispanic,"$75,000 to $79,999",asian or pacific islander,Yes,NJ,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,36-55
25,"College Degree (such as B.A., B.S.)",not hispanic,"$150,000 to $174,999",black/african american/negro,Yes,WI,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree,18-35
29,High school graduate,not hispanic,"Less than $14,999",white,Yes,OH,Donald Trump,1,$25k or less,Completed HS,18-35
66,"Completed some college, but no degree",not hispanic,"$20,000 to $24,999",white,Yes,PA,Donald Trump,1,$25k or less,Participated in Higher Education,56-75
43,Doctorate degree,not hispanic,"$200,000 to $249,999",white,Yes,NH,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
37,"College Degree (such as B.A., B.S.)",not hispanic,"$250,000 and above",white,Yes,VA,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
44,"College Degree (such as B.A., B.S.)",not hispanic,"$35,000 to $39,999","other race, nec",No,NC,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,36-55
54,High school graduate,not hispanic,"$35,000 to $39,999",black/african american/negro,Yes,VA,Joe Biden,0,$25k to $50k,Completed HS,36-55
69,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,FL,Donald Trump,1,$25k or less,Participated in Higher Education,56-75
66,"Completed some college, but no degree",not hispanic,"$25,000 to $29,999",white,Yes,NE,Joe Biden,0,$25k to $50k,Participated in Higher Education,56-75
42,Masters degree,not hispanic,"$150,000 to $174,999",white,Yes,CA,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
24,"Completed some college, but no degree",not hispanic,"Less than $14,999",black/african american/negro,Yes,TX,Joe Biden,0,$25k or less,Participated in Higher Education,18-35
